member_srl,gpo015,dsl015,sex000,dpo015,cto015,gpq015,dpq015,dsl001,cto016,dpo016,dpo087,gpq017,dpq088
37423215,96750.0,21.0,1.0,121.67,2.0,48375.0,73.0,0.0,0.0,0.0,0.0,20702.0,0.0
104587362,83622.86,53.0,1.0,45.63,7.0,36585.0,21.47,0.0,4.0,73.0,0.0,13853.33,0.0
1180014,84110.0,12.0,1.0,121.67,2.0,42055.0,73.0,0.0,3.0,91.25,0.0,13670.0,0.0
100256089,86611.43,45.0,1.0,45.63,7.0,37892.5,21.47,0.0,1.0,182.5,0.0,0.0,0.0
27266978,81090.0,89.0,1.0,182.5,1.0,40545.0,121.67,0.0,0.0,0.0,182.5,9900.0,182.5
106961059,96250.0,163.0,1.0,91.25,3.0,41250.0,45.63,0.0,0.0,0.0,0.0,9900.0,0.0
8348904,82620.0,100.0,1.0,60.83,5.0,31776.92,26.07,0.0,1.0,182.5,0.0,13008.33,0.0
27490517,88040.0,20.0,1.0,121.67,2.0,58693.33,91.25,0.0,0.0,0.0,0.0,14648.0,0.0
45241880,86731.43,15.0,1.0,45.63,7.0,55192.73,30.42,46.0,5.0,60.83,0.0,16932.5,0.0
8296366,94618.63,26.0,1.0,40.56,8.0,42052.72,19.21,0.0,4.0,73.0,0.0,13943.85,0.0
995392,82250.0,75.0,1.0,121.67,2.0,54833.33,91.25,0.0,0.0,0.0,0.0,14900.0,0.0
11610368,83403.33,52.0,1.0,91.25,3.0,50042.0,60.83,0.0,0.0,0.0,0.0,0.0,0.0
110503997,81860.0,66.0,1.0,73.0,4.0,40930.0,40.56,0.0,2.0,121.67,0.0,0.0,0.0
35975324,84497.5,4.0,1.0,73.0,4.0,48284.29,45.63,280.0,7.0,45.63,0.0,0.0,0.0
110623776,86260.0,141.0,1.0,182.5,1.0,43130.0,121.67,0.0,7.0,45.63,0.0,11295.0,0.0
37761062,86446.67,23.0,1.0,91.25,3.0,28815.56,36.5,0.0,0.0,0.0,0.0,12552.5,0.0
5827463,85880.0,35.0,1.0,182.5,1.0,42940.0,121.67,0.0,3.0,91.25,0.0,16350.0,0.0
102902215,82440.5,59.0,1.0,73.0,4.0,41220.25,40.56,0.0,0.0,0.0,0.0,22432.17,0.0
60213312,88371.25,30.0,1.0,40.56,8.0,32135.0,15.87,37.0,0.0,0.0,0.0,9900.0,0.0
4244361,85015.43,33.0,1.0,45.63,7.0,42507.71,24.33,0.0,5.0,60.83,0.0,17157.25,0.0
4645462,98800.0,138.0,1.0,121.67,2.0,49400.0,73.0,0.0,0.0,0.0,0.0,17500.0,0.0
72294114,85080.0,150.0,1.0,73.0,4.0,34032.0,33.18,0.0,0.0,0.0,0.0,14900.0,0.0
22723564,91200.0,188.0,1.0,91.25,3.0,45600.0,52.14,0.0,2.0,121.67,0.0,13790.0,0.0
12948649,91531.11,27.0,1.0,36.5,9.0,37444.55,15.87,0.0,2.0,121.67,0.0,16726.67,0.0
23837799,89700.0,56.0,1.0,182.5,1.0,29900.0,91.25,0.0,0.0,0.0,0.0,0.0,0.0
109959149,95230.0,10.0,1.0,40.56,8.0,47615.0,21.47,278.0,10.0,33.18,0.0,17618.0,0.0
22032654,86070.0,99.0,1.0,40.56,8.0,45904.0,22.81,0.0,0.0,0.0,0.0,0.0,0.0
101160925,85466.0,37.0,1.0,60.83,5.0,26708.13,21.47,0.0,2.0,121.67,0.0,9900.0,0.0
194868,92700.0,55.0,1.0,182.5,1.0,30900.0,91.25,0.0,0.0,0.0,0.0,0.0,0.0
8288008,84920.0,86.0,1.0,182.5,1.0,42460.0,121.67,0.0,0.0,0.0,0.0,7900.0,0.0
48514670,90151.25,32.0,1.0,40.56,8.0,37958.42,18.25,0.0,0.0,0.0,0.0,14170.0,0.0
23761787,96510.0,68.0,1.0,182.5,1.0,32170.0,91.25,0.0,0.0,0.0,0.0,10747.1,0.0
5077496,84666.67,24.0,1.0,91.25,3.0,50800.0,60.83,0.0,0.0,0.0,0.0,17560.0,0.0
19548764,89600.0,130.0,1.0,182.5,1.0,44800.0,121.67,0.0,0.0,0.0,0.0,0.0,0.0
13981642,85056.25,35.0,1.0,40.56,8.0,56704.17,28.08,283.0,0.0,0.0,0.0,16338.33,0.0
533260,87800.0,153.0,1.0,52.14,6.0,35120.0,22.81,0.0,0.0,0.0,0.0,16650.0,0.0
38880501,88108.57,29.0,1.0,45.63,7.0,38547.5,21.47,0.0,0.0,0.0,0.0,18232.73,0.0
29674317,83060.0,121.0,1.0,60.83,5.0,37754.55,30.42,0.0,0.0,0.0,0.0,14213.33,0.0
19160843,91900.0,30.0,1.0,45.63,7.0,35738.89,19.21,0.0,0.0,0.0,0.0,22496.92,0.0
101948973,89060.0,53.0,1.0,91.25,3.0,22265.0,28.08,0.0,14.0,24.33,0.0,0.0,0.0
107386161,87125.0,19.0,1.0,73.0,4.0,34850.0,33.18,0.0,8.0,40.56,0.0,0.0,0.0
16237094,97800.0,110.0,1.0,182.5,1.0,48900.0,121.67,0.0,2.0,121.67,0.0,9900.0,0.0
1629065,95800.0,129.0,1.0,182.5,1.0,47900.0,121.67,10.0,0.0,0.0,0.0,12850.0,0.0
2656430,98956.67,64.0,1.0,91.25,3.0,37108.75,40.56,0.0,0.0,0.0,0.0,0.0,0.0
8186097,91009.17,24.0,1.0,52.14,6.0,36403.67,22.81,0.0,1.0,182.5,0.0,0.0,0.0
35352363,91262.5,0.0,1.0,73.0,4.0,40561.11,36.5,0.0,1.0,182.5,0.0,18011.67,0.0
5725328,97506.67,140.0,1.0,91.25,3.0,48753.33,52.14,0.0,12.0,28.08,0.0,0.0,0.0
68920615,78640.0,43.0,1.0,73.0,4.0,31456.0,33.18,0.0,2.0,121.67,20.28,0.0,20.28
638081,80405.0,82.0,1.0,121.67,2.0,40202.5,73.0,0.0,7.0,45.63,0.0,14935.0,0.0
38975694,87010.0,160.0,1.0,121.67,2.0,29003.33,52.14,0.0,0.0,0.0,0.0,9900.0,0.0
110739905,100153.33,16.0,1.0,91.25,3.0,33384.44,36.5,282.0,3.0,91.25,0.0,11900.0,0.0
14289972,96750.0,108.0,1.0,182.5,1.0,32250.0,91.25,0.0,0.0,0.0,0.0,12400.0,0.0
106286710,86007.14,9.0,1.0,45.63,7.0,54731.82,30.42,165.0,0.0,0.0,0.0,12730.0,0.0
17694548,90312.86,24.0,1.0,45.63,7.0,39511.87,21.47,0.0,0.0,0.0,0.0,10230.0,0.0
109233725,98524.83,102.0,1.0,52.14,6.0,49262.42,28.08,0.0,0.0,0.0,0.0,12876.17,0.0
15226757,89207.0,52.0,1.0,33.18,10.0,44603.5,17.38,0.0,0.0,0.0,0.0,15400.0,0.0
13857956,88120.0,124.0,1.0,182.5,1.0,44060.0,121.67,0.0,0.0,0.0,0.0,0.0,0.0
19650109,88555.0,13.0,1.0,52.14,6.0,53133.0,33.18,0.0,2.0,121.67,0.0,17236.0,0.0
100115457,93420.0,176.0,1.0,91.25,3.0,46710.0,52.14,0.0,0.0,0.0,0.0,15535.0,0.0
8625904,85210.0,119.0,1.0,182.5,1.0,42605.0,121.67,0.0,3.0,91.25,0.0,0.0,0.0
106718977,89800.0,48.0,1.0,182.5,1.0,44900.0,121.67,0.0,0.0,0.0,0.0,0.0,0.0
100906195,91925.0,30.0,1.0,52.14,6.0,23980.43,15.21,0.0,3.0,91.25,0.0,14301.0,0.0
10503091,83946.67,135.0,1.0,91.25,3.0,50368.0,60.83,0.0,0.0,0.0,0.0,0.0,0.0
105920039,94520.0,112.0,1.0,182.5,1.0,31506.67,91.25,0.0,0.0,0.0,0.0,0.0,0.0
31438986,82433.33,95.0,1.0,91.25,3.0,35328.57,45.63,0.0,0.0,0.0,0.0,0.0,0.0
10048029,83355.0,50.0,1.0,121.67,2.0,55570.0,91.25,0.0,0.0,0.0,0.0,11986.0,0.0
9033796,92824.44,42.0,1.0,36.5,9.0,34809.17,14.6,365.0,0.0,0.0,0.0,16291.43,0.0
6873629,82700.0,80.0,1.0,121.67,2.0,55133.33,91.25,0.0,1.0,182.5,0.0,0.0,0.0
36313758,84502.0,33.0,1.0,60.83,5.0,42251.0,33.18,0.0,2.0,121.67,0.0,0.0,0.0
112246562,88780.0,51.0,1.0,182.5,1.0,44390.0,121.67,0.0,0.0,0.0,0.0,0.0,0.0
107450558,91590.0,1.0,1.0,121.67,2.0,30530.0,52.14,0.0,7.0,45.63,0.0,9900.0,0.0
1495654,97170.0,23.0,1.0,121.67,2.0,32390.0,52.14,0.0,10.0,33.18,0.0,15500.0,0.0
27105317,82740.0,122.0,1.0,121.67,2.0,41370.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
112977507,93800.0,58.0,1.0,182.5,1.0,46900.0,121.67,0.0,0.0,0.0,0.0,0.0,0.0
4218030,86495.0,26.0,1.0,121.67,2.0,57663.33,91.25,0.0,0.0,0.0,0.0,20850.0,0.0
74476121,84222.0,79.0,1.0,60.83,5.0,60158.57,45.63,0.0,0.0,0.0,0.0,13585.27,0.0
21055455,89207.5,32.0,1.0,40.56,8.0,47577.33,22.81,0.0,0.0,0.0,0.0,14318.0,0.0
37429593,90528.4,15.0,1.0,60.83,5.0,30176.13,22.81,0.0,1.0,182.5,0.0,13225.0,0.0
44803028,95000.0,39.0,1.0,182.5,1.0,47500.0,121.67,0.0,1.0,182.5,0.0,14007.14,0.0
13510946,85446.67,28.0,1.0,91.25,3.0,36620.0,45.63,0.0,0.0,0.0,0.0,0.0,0.0
15615989,83270.0,89.0,1.0,121.67,2.0,55513.33,91.25,0.0,0.0,0.0,0.0,0.0,0.0
16002966,82002.5,106.0,1.0,73.0,4.0,54668.33,52.14,0.0,1.0,182.5,0.0,11773.33,0.0
51226007,88685.0,18.0,1.0,52.14,6.0,44342.5,28.08,0.0,0.0,0.0,0.0,18326.0,0.0
11458899,84760.0,68.0,1.0,182.5,1.0,42380.0,121.67,0.0,3.0,91.25,0.0,0.0,0.0
11332317,96720.0,106.0,1.0,182.5,1.0,32240.0,91.25,0.0,0.0,0.0,0.0,9770.0,0.0
46515039,85060.0,67.0,1.0,182.5,1.0,42530.0,121.67,0.0,0.0,0.0,0.0,11840.0,0.0
111965077,82750.0,57.0,1.0,121.67,2.0,33100.0,60.83,0.0,1.0,182.5,0.0,0.0,0.0
101005676,80314.33,9.0,1.0,28.08,12.0,33233.52,12.17,0.0,0.0,0.0,60.83,13666.29,33.18
8174167,85700.0,26.0,1.0,91.25,3.0,36728.57,45.63,0.0,0.0,0.0,0.0,0.0,0.0
110283265,86622.73,70.0,1.0,30.42,11.0,45373.81,16.59,0.0,3.0,91.25,0.0,22665.0,0.0
111163778,83075.0,53.0,1.0,121.67,2.0,55383.33,91.25,0.0,0.0,0.0,0.0,14131.11,0.0
100170189,77772.5,65.0,1.0,40.56,8.0,41478.67,22.81,0.0,0.0,0.0,60.83,21150.0,0.0
105428673,91520.0,20.0,1.0,121.67,2.0,61013.33,91.25,0.0,0.0,0.0,0.0,15246.67,0.0
4351470,82250.0,107.0,1.0,121.67,2.0,32900.0,60.83,0.0,1.0,182.5,0.0,0.0,0.0
61150748,86266.25,130.0,1.0,40.56,8.0,34506.5,17.38,0.0,9.0,36.5,0.0,21990.0,0.0
1671916,96800.0,155.0,1.0,73.0,4.0,48400.0,40.56,0.0,4.0,73.0,0.0,0.0,0.0
57845725,97340.0,81.0,1.0,182.5,1.0,32446.67,91.25,0.0,3.0,91.25,0.0,0.0,0.0
103575740,87500.0,131.0,1.0,182.5,1.0,29166.67,91.25,0.0,0.0,0.0,0.0,14596.67,0.0
2271046,100150.0,110.0,1.0,121.67,2.0,50075.0,73.0,0.0,0.0,0.0,0.0,16870.17,0.0
77545697,85200.0,56.0,1.0,182.5,1.0,42600.0,121.67,0.0,3.0,91.25,0.0,29000.0,0.0
47066612,90747.27,71.0,1.0,30.42,11.0,29359.41,10.43,0.0,2.0,121.67,0.0,18600.0,0.0
103935184,89700.0,32.0,1.0,182.5,1.0,44850.0,121.67,0.0,0.0,0.0,0.0,13920.0,0.0
5192980,93128.64,85.0,1.0,30.42,11.0,40976.6,14.04,0.0,0.0,0.0,0.0,18750.0,0.0
100653536,94200.0,45.0,1.0,182.5,1.0,31400.0,91.25,0.0,0.0,0.0,0.0,8282.57,0.0
21084381,96822.86,89.0,1.0,45.63,7.0,56480.0,28.08,0.0,0.0,0.0,0.0,16180.0,0.0
49356831,97932.0,110.0,1.0,60.83,5.0,48966.0,33.18,0.0,0.0,0.0,0.0,0.0,0.0
14903609,99710.0,63.0,1.0,121.67,2.0,33236.67,52.14,0.0,0.0,0.0,0.0,11300.0,0.0
17617313,77260.0,27.0,1.0,45.63,7.0,38630.0,24.33,0.0,0.0,0.0,121.67,15386.67,0.0
112713985,97830.0,39.0,1.0,121.67,2.0,39132.0,60.83,0.0,0.0,0.0,0.0,0.0,0.0
9996235,92842.0,154.0,1.0,60.83,5.0,58026.25,40.56,0.0,0.0,0.0,0.0,16000.0,0.0
8187767,84420.0,21.0,1.0,73.0,4.0,42210.0,40.56,0.0,1.0,182.5,0.0,12090.0,0.0
110580686,81660.0,58.0,1.0,121.67,2.0,40830.0,73.0,0.0,0.0,0.0,0.0,11925.0,0.0
10612502,93071.43,38.0,1.0,45.63,7.0,40718.75,21.47,0.0,0.0,0.0,0.0,0.0,0.0
2714452,85586.0,162.0,1.0,60.83,5.0,47547.78,36.5,0.0,7.0,45.63,0.0,14598.57,0.0
2936440,93337.5,68.0,1.0,33.18,10.0,34569.44,13.04,0.0,0.0,0.0,0.0,15740.0,0.0
21809953,97157.5,28.0,1.0,73.0,4.0,48578.75,40.56,0.0,0.0,0.0,0.0,12367.14,0.0
4991275,82050.0,52.0,1.0,91.25,3.0,30768.75,40.56,0.0,7.0,45.63,0.0,15210.0,0.0
104123490,80913.33,126.0,1.0,91.25,3.0,40456.67,52.14,0.0,5.0,60.83,0.0,16400.0,0.0
4961180,95090.0,104.0,1.0,182.5,1.0,47545.0,121.67,0.0,0.0,0.0,0.0,0.0,0.0
108562985,95480.0,116.0,1.0,182.5,1.0,47740.0,121.67,0.0,9.0,36.5,0.0,0.0,0.0
2136280,83890.0,24.0,1.0,121.67,2.0,41945.0,73.0,0.0,4.0,73.0,0.0,0.0,0.0
107327993,91375.0,5.0,1.0,52.14,6.0,54825.0,33.18,111.0,0.0,0.0,0.0,0.0,0.0
100020818,81300.0,111.0,1.0,121.67,2.0,40650.0,73.0,0.0,0.0,0.0,0.0,13181.54,0.0
106586702,97120.0,124.0,1.0,91.25,3.0,58272.0,60.83,0.0,0.0,0.0,0.0,0.0,0.0
108671741,86745.71,0.0,1.0,45.63,7.0,35718.82,20.28,110.0,8.0,40.56,0.0,15622.0,0.0
101416476,86200.0,58.0,1.0,182.5,1.0,43100.0,121.67,17.0,0.0,0.0,0.0,0.0,0.0
3267586,88822.0,172.0,1.0,73.0,4.0,50755.43,45.63,0.0,3.0,91.25,0.0,0.0,0.0
31934776,93913.33,31.0,1.0,52.14,6.0,35217.5,21.47,0.0,1.0,182.5,0.0,0.0,0.0
5224012,94400.0,116.0,1.0,182.5,1.0,47200.0,121.67,0.0,0.0,0.0,0.0,0.0,0.0
2236380,85700.0,111.0,1.0,182.5,1.0,42850.0,121.67,0.0,1.0,182.5,0.0,0.0,0.0
13070586,82220.0,103.0,1.0,60.83,5.0,41110.0,33.18,0.0,0.0,0.0,0.0,17273.0,0.0
14872161,82559.6,101.0,1.0,60.83,5.0,51599.75,40.56,0.0,0.0,0.0,0.0,15500.0,0.0
16194353,82208.0,56.0,1.0,60.83,5.0,41104.0,33.18,0.0,8.0,40.56,0.0,10940.0,0.0
535964,84347.09,64.0,1.0,30.42,11.0,37112.72,14.04,101.0,0.0,0.0,0.0,10840.0,0.0
106202637,90262.0,31.0,1.0,60.83,5.0,56413.75,40.56,0.0,0.0,0.0,0.0,0.0,0.0
109654166,84364.0,124.0,1.0,60.83,5.0,30130.0,24.33,0.0,0.0,0.0,0.0,18983.33,0.0
2610563,99730.0,69.0,1.0,121.67,2.0,49865.0,73.0,0.0,1.0,182.5,0.0,0.0,0.0
107323345,85170.0,72.0,1.0,36.5,9.0,31938.75,14.6,0.0,4.0,73.0,0.0,20082.5,0.0
13808543,82895.2,119.0,1.0,60.83,5.0,37679.64,30.42,0.0,0.0,0.0,0.0,12490.0,0.0
8757225,83560.0,51.0,1.0,121.67,2.0,33424.0,60.83,0.0,0.0,0.0,0.0,0.0,0.0
110320833,92392.5,0.0,1.0,73.0,4.0,46196.25,40.56,0.0,1.0,182.5,0.0,16803.33,0.0
46921884,85267.14,52.0,1.0,45.63,7.0,35110.0,20.28,0.0,0.0,0.0,0.0,12543.33,0.0
12419338,83475.0,40.0,1.0,121.67,2.0,41737.5,73.0,0.0,15.0,22.81,0.0,9900.0,0.0
109487613,85418.0,30.0,1.0,60.83,5.0,32853.08,26.07,0.0,9.0,36.5,0.0,8440.0,0.0
14229690,87820.0,55.0,1.0,182.5,1.0,43910.0,121.67,0.0,0.0,0.0,0.0,0.0,0.0
1613874,94763.33,24.0,1.0,52.14,6.0,40612.86,24.33,0.0,0.0,0.0,0.0,14581.25,0.0
2234181,86200.0,47.0,1.0,182.5,1.0,43100.0,121.67,0.0,2.0,121.67,0.0,0.0,0.0
1062058,92700.0,19.0,1.0,182.5,1.0,30900.0,91.25,27.0,1.0,182.5,0.0,18900.0,0.0
5499564,90360.0,29.0,1.0,121.67,2.0,60240.0,91.25,0.0,0.0,0.0,0.0,0.0,0.0
25429013,84796.25,88.0,1.0,40.56,8.0,45224.67,22.81,0.0,14.0,24.33,0.0,15436.25,0.0
104727788,88756.36,26.0,1.0,30.42,11.0,40680.0,14.6,281.0,0.0,0.0,0.0,19700.0,0.0
29265018,93800.0,56.0,1.0,182.5,1.0,46900.0,121.67,0.0,0.0,0.0,0.0,0.0,0.0
35095726,92600.0,52.0,1.0,182.5,1.0,30866.67,91.25,0.0,0.0,0.0,0.0,0.0,0.0
1782683,83213.33,133.0,1.0,91.25,3.0,31205.0,40.56,0.0,0.0,0.0,0.0,11430.0,0.0
5052584,95520.0,95.0,1.0,182.5,1.0,31840.0,91.25,0.0,0.0,0.0,0.0,0.0,0.0
30100724,84704.67,161.0,1.0,91.25,3.0,42352.33,52.14,0.0,0.0,0.0,0.0,16055.0,0.0
2439432,84660.0,94.0,1.0,182.5,1.0,28220.0,91.25,0.0,1.0,182.5,0.0,12835.0,0.0
3123698,90831.25,20.0,1.0,40.56,8.0,34602.38,16.59,0.0,3.0,91.25,0.0,15765.56,0.0
1276828,82746.67,124.0,1.0,91.25,3.0,41373.33,52.14,0.0,0.0,0.0,0.0,0.0,0.0
8679917,84610.0,68.0,1.0,121.67,2.0,24174.29,45.63,0.0,0.0,0.0,0.0,1390.0,0.0
14158234,83605.71,72.0,1.0,45.63,7.0,41802.86,24.33,0.0,0.0,0.0,0.0,16291.82,0.0
16861288,100750.0,88.0,1.0,91.25,3.0,43178.57,45.63,0.0,0.0,0.0,0.0,15560.0,0.0
6006343,94326.0,32.0,1.0,60.83,5.0,52403.33,36.5,0.0,0.0,0.0,0.0,0.0,0.0
47240060,89710.0,180.0,1.0,91.25,3.0,44855.0,52.14,0.0,0.0,0.0,0.0,16200.0,0.0
3662006,85880.0,8.0,1.0,91.25,3.0,42940.0,52.14,0.0,2.0,121.67,0.0,1300.0,0.0
18635842,82064.0,96.0,1.0,60.83,5.0,41032.0,33.18,0.0,0.0,0.0,0.0,16506.67,0.0
1413066,83905.0,41.0,1.0,121.67,2.0,55936.67,91.25,0.0,0.0,0.0,0.0,16950.0,0.0
103434434,88905.0,170.0,1.0,121.67,2.0,44452.5,73.0,0.0,0.0,0.0,0.0,0.0,0.0
24564299,92690.0,176.0,1.0,121.67,2.0,30896.67,52.14,0.0,1.0,182.5,0.0,18200.0,0.0
26606535,84110.0,21.0,1.0,73.0,4.0,48062.86,45.63,318.0,0.0,0.0,0.0,0.0,0.0
25610940,86845.0,33.0,1.0,40.56,8.0,36566.32,18.25,0.0,7.0,45.63,0.0,18180.0,0.0
27496888,83510.0,23.0,1.0,91.25,3.0,50106.0,60.83,0.0,4.0,73.0,0.0,23992.0,0.0
37088631,83250.0,56.0,1.0,121.67,2.0,33300.0,60.83,0.0,0.0,0.0,0.0,0.0,0.0
107439571,101900.0,41.0,1.0,60.83,5.0,39192.31,26.07,212.0,7.0,45.63,0.0,14723.33,0.0
101127782,87575.71,47.0,1.0,45.63,7.0,51085.83,28.08,0.0,0.0,0.0,0.0,0.0,0.0
1285865,94920.0,68.0,1.0,182.5,1.0,31640.0,91.25,0.0,0.0,0.0,0.0,0.0,0.0
19360605,92193.0,32.0,1.0,33.18,10.0,43901.43,16.59,0.0,4.0,73.0,0.0,12562.0,0.0
50052378,84420.0,25.0,1.0,121.67,2.0,33768.0,60.83,0.0,0.0,0.0,0.0,15500.0,0.0
111458753,81993.33,37.0,1.0,91.25,3.0,35140.0,45.63,0.0,3.0,91.25,0.0,11493.33,0.0
9461643,84930.0,126.0,1.0,40.56,8.0,48531.43,24.33,0.0,8.0,40.56,0.0,21903.33,0.0
100042524,81695.0,67.0,1.0,73.0,4.0,46682.86,45.63,0.0,4.0,73.0,0.0,0.0,0.0
13696680,93353.33,19.0,1.0,52.14,6.0,37341.33,22.81,0.0,10.0,33.18,0.0,6993.82,0.0
7770820,95700.0,42.0,1.0,182.5,1.0,31900.0,91.25,0.0,1.0,182.5,0.0,13390.0,0.0
3051302,83235.0,56.0,1.0,121.67,2.0,33294.0,60.83,0.0,0.0,0.0,0.0,0.0,0.0
9409302,82563.33,110.0,1.0,91.25,3.0,35384.29,45.63,0.0,0.0,0.0,0.0,0.0,0.0
109343952,89352.0,37.0,1.0,40.56,8.0,47654.4,22.81,0.0,1.0,182.5,0.0,0.0,0.0
26902516,87330.0,32.0,1.0,121.67,2.0,58220.0,91.25,0.0,0.0,0.0,0.0,0.0,0.0
101539930,87980.0,92.0,1.0,73.0,4.0,70384.0,60.83,0.0,4.0,73.0,0.0,0.0,0.0
29962552,86490.0,1.0,1.0,121.67,2.0,34596.0,60.83,0.0,2.0,121.67,0.0,12280.0,0.0
12174988,98590.0,79.0,1.0,182.5,1.0,32863.33,91.25,0.0,5.0,60.83,0.0,16900.0,0.0
13192873,87897.11,9.0,1.0,36.5,9.0,52738.27,22.81,187.0,0.0,0.0,0.0,13517.5,0.0
4136034,85746.25,40.0,1.0,40.56,8.0,36103.68,18.25,0.0,5.0,60.83,0.0,8900.0,0.0
105088251,85408.0,16.0,1.0,60.83,5.0,42704.0,33.18,0.0,7.0,45.63,0.0,14330.0,0.0
6678448,87010.0,178.0,1.0,182.5,1.0,43505.0,121.67,139.0,1.0,182.5,0.0,11620.77,0.0
76930541,96450.0,47.0,1.0,52.14,6.0,32150.0,19.21,0.0,0.0,0.0,0.0,17490.77,0.0
6242895,79100.0,97.0,1.0,91.25,3.0,39550.0,52.14,215.0,0.0,0.0,0.0,0.0,0.0
11200294,90590.86,11.0,1.0,45.63,7.0,37302.12,20.28,105.0,18.0,19.21,0.0,12866.78,0.0
76391809,83350.0,106.0,1.0,121.67,2.0,55566.67,91.25,0.0,0.0,0.0,0.0,0.0,0.0
101051391,82336.0,74.0,1.0,60.83,5.0,41168.0,33.18,0.0,0.0,0.0,0.0,21266.67,0.0
110430705,81962.5,61.0,1.0,73.0,4.0,46835.71,45.63,0.0,0.0,0.0,0.0,15400.0,0.0
2184665,81647.5,92.0,1.0,73.0,4.0,46655.71,45.63,0.0,7.0,45.63,0.0,0.0,0.0
100815920,82445.0,83.0,1.0,73.0,4.0,41222.5,40.56,0.0,0.0,0.0,0.0,0.0,0.0
6533479,95820.0,55.0,1.0,182.5,1.0,47910.0,121.67,0.0,0.0,0.0,0.0,11130.0,0.0
78919418,86352.5,7.0,1.0,73.0,4.0,34541.0,33.18,0.0,2.0,121.67,0.0,14330.0,0.0
106516321,89840.0,0.0,1.0,91.25,3.0,38502.86,45.63,0.0,0.0,0.0,0.0,11044.0,0.0
7980521,86097.5,12.0,1.0,40.56,8.0,32799.05,16.59,208.0,0.0,0.0,0.0,13850.0,0.0
14785133,81456.67,79.0,1.0,91.25,3.0,30546.25,40.56,0.0,1.0,182.5,0.0,12766.4,0.0
423375,85640.0,27.0,1.0,91.25,3.0,51384.0,60.83,0.0,0.0,0.0,0.0,0.0,0.0
105946340,93604.0,41.0,1.0,60.83,5.0,58502.5,40.56,0.0,0.0,0.0,0.0,0.0,0.0
9805353,85616.67,6.0,1.0,91.25,3.0,51370.0,60.83,0.0,5.0,60.83,0.0,15348.33,0.0
114533,82498.8,108.0,1.0,60.83,5.0,37499.45,30.42,0.0,0.0,0.0,0.0,10900.0,0.0
9954725,88761.25,91.0,1.0,40.56,8.0,64553.64,30.42,0.0,1.0,182.5,0.0,18177.78,0.0
20248793,92505.0,10.0,1.0,73.0,4.0,33638.18,30.42,0.0,0.0,0.0,0.0,10456.67,0.0
17911746,85730.0,109.0,1.0,182.5,1.0,28576.67,91.25,0.0,0.0,0.0,0.0,11300.0,0.0
105851491,83705.0,41.0,1.0,73.0,4.0,33482.0,33.18,0.0,0.0,0.0,0.0,16153.33,0.0
4926456,81900.0,129.0,1.0,121.67,2.0,40950.0,73.0,0.0,0.0,0.0,0.0,16900.83,0.0
5097028,99300.0,110.0,1.0,121.67,2.0,49650.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
15651050,97290.0,79.0,1.0,182.5,1.0,32430.0,91.25,0.0,0.0,0.0,0.0,14400.0,0.0
13853539,84230.0,37.0,1.0,60.83,5.0,38286.36,30.42,0.0,0.0,0.0,0.0,13900.0,0.0
2257533,82230.0,182.0,1.0,121.67,2.0,27410.0,52.14,0.0,0.0,0.0,182.5,0.0,0.0
100010662,94200.0,59.0,1.0,182.5,1.0,31400.0,91.25,0.0,0.0,0.0,0.0,0.0,0.0
111897407,94610.0,15.0,1.0,121.67,2.0,47305.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
2807071,83720.0,132.0,1.0,121.67,2.0,33488.0,60.83,0.0,0.0,0.0,0.0,0.0,0.0
14070146,81960.0,77.0,1.0,121.67,2.0,40980.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
40425902,85152.57,45.0,1.0,45.63,7.0,39737.87,22.81,0.0,0.0,0.0,0.0,13175.8,0.0
6226450,80560.0,57.0,1.0,121.67,2.0,40280.0,73.0,0.0,3.0,91.25,0.0,11660.0,0.0
779800,81766.0,108.0,1.0,60.83,5.0,45425.56,36.5,0.0,1.0,182.5,0.0,19700.0,0.0
3623611,82015.0,60.0,1.0,121.67,2.0,54676.67,91.25,0.0,1.0,182.5,0.0,19310.0,0.0
100920247,82705.0,124.0,1.0,73.0,4.0,33082.0,33.18,0.0,3.0,91.25,0.0,0.0,0.0
4446423,83642.0,30.0,1.0,60.83,5.0,38019.09,30.42,0.0,2.0,121.67,0.0,9780.0,0.0
65904822,90394.0,9.0,1.0,60.83,5.0,45197.0,33.18,0.0,0.0,0.0,0.0,20685.0,0.0
14448010,91233.33,171.0,1.0,91.25,3.0,30411.11,36.5,0.0,6.0,52.14,0.0,0.0,0.0
21590367,86780.0,63.0,1.0,182.5,1.0,43390.0,121.67,0.0,0.0,0.0,0.0,0.0,0.0
263098,86643.6,69.0,1.0,33.18,10.0,43321.8,17.38,0.0,0.0,0.0,0.0,14810.0,0.0
106694236,84811.8,159.0,1.0,60.83,5.0,38550.82,30.42,0.0,2.0,121.67,0.0,20926.13,0.0
107407281,99965.0,113.0,1.0,73.0,4.0,44428.89,36.5,0.0,0.0,0.0,0.0,14193.0,0.0
58697170,83015.71,54.0,1.0,45.63,7.0,41507.86,24.33,0.0,3.0,91.25,0.0,10404.17,0.0
