idx,feature,sym,code,category
1170,vpq002,vpq,002,Accessory - Other Accessory
1171,vpq003,vpq,003,Accessory - Suitcase
1172,vpq004,vpq,004,Accessory - Watch & Jewely & Glasses
1173,vpq005,vpq,005,Apparel - Baby Fashion
1174,vpq006,vpq,006,Apparel - Casual Clothes
1175,vpq007,vpq,007,Apparel - Men Clothes
1176,vpq008,vpq,008,Apparel - Sports Clothes
1177,vpq009,vpq,009,Apparel - Underwear & Homewear
1178,vpq010,vpq,010,Apparel - Women Clothes
1179,vpq011,vpq,011,Baby Convenience - Baby Home
1180,vpq012,vpq,012,Baby Convenience - Feeding Accessories
1181,vpq013,vpq,013,Baby Convenience - Nursery & Safety
1182,vpq014,vpq,014,Baby Convenience - Strollers & Carseats
1183,vpq015,vpq,015,Baby Core - Diapering
1184,vpq016,vpq,016,Baby Core - Formula
1185,vpq017,vpq,017,Baby Core - Wipes
1186,vpq018,vpq,018,Baby Necessaries - Baby Detergent
1187,vpq019,vpq,019,Baby Necessaries - Baby Foods
1188,vpq020,vpq,020,Baby Necessaries - Mom & Baby Care
1189,vpq021,vpq,021,Beauty - Fragrance
1190,vpq022,vpq,022,Beauty - Makeup
1191,vpq023,vpq,023,Beauty - Nailcare
1192,vpq024,vpq,024,Beauty - Skin Care
1193,vpq025,vpq,025,Beauty - Tools & Accessories
1194,vpq026,vpq,026,Beverages - Drinks
1195,vpq027,vpq,027,Beverages - Water
1196,vpq028,vpq,028,Books - Children Books
1197,vpq029,vpq,029,Books - Education Books
1198,vpq030,vpq,030,Books - Foreign Books
1199,vpq031,vpq,031,Books - General Books
1200,vpq032,vpq,032,Books - Other Media
1201,vpq033,vpq,033,Car Accessories - Car Charger & Others
1202,vpq034,vpq,034,Car Accessories - Car Electronics
1203,vpq035,vpq,035,Car Accessories - Car Interior & Exterior
1204,vpq036,vpq,036,Car Accessories - Car Tools & DIY
1205,vpq037,vpq,037,Computer & Digital - Cell Phone & Acc.
1206,vpq038,vpq,038,Computer & Digital - Computer
1207,vpq039,vpq,039,Computer & Digital - Digital
1208,vpq040,vpq,040,Computer & Digital - PC & Video Game
1209,vpq041,vpq,041,Domestic Travel - Accommodation_Boutique
1210,vpq042,vpq,042,Domestic Travel - Accommodation_Hotel
1211,vpq043,vpq,043,Domestic Travel - Accommodation_Instant Pension
1212,vpq044,vpq,044,Domestic Travel - Accommodation_Pension
1213,vpq045,vpq,045,Domestic Travel - Accommodation_Resort
1214,vpq046,vpq,046,Domestic Travel - Accommodation_Sub Pension
1215,vpq047,vpq,047,Domestic Travel - Air/Transportation
1216,vpq048,vpq,048,Domestic Travel - Car Rental
1217,vpq049,vpq,049,Domestic Travel - Package
1218,vpq050,vpq,050,Domestic Travel - Ticket/Pass
1219,vpq051,vpq,051,Electronics - AV
1220,vpq052,vpq,052,Electronics - Beauty Appliance
1221,vpq053,vpq,053,Electronics - Health Appliance
1222,vpq054,vpq,054,Electronics - Living Appliance
1223,vpq055,vpq,055,Electronics - Seasonal Appliance
1224,vpq056,vpq,056,"Fresh, Cold & Frozen - Cold & Frozen Food"
1225,vpq057,vpq,057,"Fresh, Cold & Frozen - Fresh"
1226,vpq058,vpq,058,Home - Bath Acc. & Household Cleaning
1227,vpq059,vpq,059,Home - Bedding & Handcraft & Curtain
1228,vpq060,vpq,060,Home - Furniture & Storage
1229,vpq061,vpq,061,Home - Home Deco
1230,vpq062,vpq,062,Home - Tools & Home Improvement
1231,vpq063,vpq,063,Household - Detergent
1232,vpq064,vpq,064,Household - Tissue
1233,vpq065,vpq,065,Kitchen - Cookware
1234,vpq066,vpq,066,Kitchen - Food Storage
1235,vpq067,vpq,067,Kitchen - Kitchen Accessories
1236,vpq068,vpq,068,Kitchen - Kitchen Appliance
1237,vpq069,vpq,069,Kitchen - Kitchen Disposable
1238,vpq070,vpq,070,Kitchen - Tableware
1239,vpq071,vpq,071,Kitchen - Tools & Gadgets
1240,vpq072,vpq,072,Meal & Healthy - Healthy food
1241,vpq073,vpq,073,Meal & Healthy - Meal Essentials
1242,vpq074,vpq,074,Overseas Travel - Accommodation
1243,vpq075,vpq,075,Overseas Travel - Air/Transportation
1244,vpq076,vpq,076,Overseas Travel - Car Rental
1245,vpq077,vpq,077,Overseas Travel - Package
1246,vpq078,vpq,078,Overseas Travel - Ticket/Pass
1247,vpq079,vpq,079,Personal Care - Adult Goods
1248,vpq080,vpq,080,Personal Care - Body Care
1249,vpq081,vpq,081,Personal Care - Digital Scale
1250,vpq082,vpq,082,Personal Care - Electric Toothbrush
1251,vpq083,vpq,083,Personal Care - Hair Care
1252,vpq084,vpq,084,Personal Care - Health Care
1253,vpq085,vpq,085,Personal Care - Hygienic Care
1254,vpq086,vpq,086,Personal Care - Oral Care
1255,vpq087,vpq,087,Pet - Cat Food
1256,vpq088,vpq,088,Pet - Cat Supply
1257,vpq089,vpq,089,Pet - Dog Food
1258,vpq090,vpq,090,Pet - Dog Supply
1259,vpq091,vpq,091,Pet - Small Animals
1260,vpq092,vpq,092,Shoes - Fashion Shoes
1261,vpq093,vpq,093,Shoes - Sports Shoes
1262,vpq094,vpq,094,"Snacks, Coffee & Tea - Coffee & Tea"
1263,vpq095,vpq,095,"Snacks, Coffee & Tea - Snacks"
1264,vpq096,vpq,096,Sporting Goods - Exercise & Fitness
1265,vpq097,vpq,097,Sporting Goods - Outdoor & Camping
1266,vpq098,vpq,098,Sporting Goods - Sports Equipment
1267,vpq099,vpq,099,Stationery - Arts & Hobbies
1268,vpq100,vpq,100,Stationery - Novelty
1269,vpq101,vpq,101,Stationery - Office Supplies
1270,vpq102,vpq,102,Toys - Baby Toys
1271,vpq103,vpq,103,Toys - Kids Toys
1272,vpq104,vpq,104,Toys - Kidult Toys
1273,vpq105,vpq,105,all
1274,vpq106,vpq,106,null
1275,vsl001,vsl,001,Accessory - Bag
1276,vsl002,vsl,002,Accessory - Other Accessory
1277,vsl003,vsl,003,Accessory - Suitcase
1278,vsl004,vsl,004,Accessory - Watch & Jewely & Glasses
1279,vsl005,vsl,005,Apparel - Baby Fashion
1280,vsl006,vsl,006,Apparel - Casual Clothes
1281,vsl007,vsl,007,Apparel - Men Clothes
1282,vsl008,vsl,008,Apparel - Sports Clothes
1283,vsl009,vsl,009,Apparel - Underwear & Homewear
1284,vsl010,vsl,010,Apparel - Women Clothes
1285,vsl011,vsl,011,Baby Convenience - Baby Home
1286,vsl012,vsl,012,Baby Convenience - Feeding Accessories
1287,vsl013,vsl,013,Baby Convenience - Nursery & Safety
1288,vsl014,vsl,014,Baby Convenience - Strollers & Carseats
1289,vsl015,vsl,015,Baby Core - Diapering
1290,vsl016,vsl,016,Baby Core - Formula
1291,vsl017,vsl,017,Baby Core - Wipes
1292,vsl018,vsl,018,Baby Necessaries - Baby Detergent
1293,vsl019,vsl,019,Baby Necessaries - Baby Foods
1294,vsl020,vsl,020,Baby Necessaries - Mom & Baby Care
1295,vsl021,vsl,021,Beauty - Fragrance
1296,vsl022,vsl,022,Beauty - Makeup
1297,vsl023,vsl,023,Beauty - Nailcare
1298,vsl024,vsl,024,Beauty - Skin Care
1299,vsl025,vsl,025,Beauty - Tools & Accessories
1300,vsl026,vsl,026,Beverages - Drinks
1301,vsl027,vsl,027,Beverages - Water
1302,vsl028,vsl,028,Books - Children Books
1303,vsl029,vsl,029,Books - Education Books
1304,vsl030,vsl,030,Books - Foreign Books
1305,vsl031,vsl,031,Books - General Books
1306,vsl032,vsl,032,Books - Other Media
1307,vsl033,vsl,033,Car Accessories - Car Charger & Others
1308,vsl034,vsl,034,Car Accessories - Car Electronics
1309,vsl035,vsl,035,Car Accessories - Car Interior & Exterior
1310,vsl036,vsl,036,Car Accessories - Car Tools & DIY
1311,vsl037,vsl,037,Computer & Digital - Cell Phone & Acc.
1312,vsl038,vsl,038,Computer & Digital - Computer
1313,vsl039,vsl,039,Computer & Digital - Digital
1314,vsl040,vsl,040,Computer & Digital - PC & Video Game
1315,vsl041,vsl,041,Domestic Travel - Accommodation_Boutique
1316,vsl042,vsl,042,Domestic Travel - Accommodation_Hotel
1317,vsl043,vsl,043,Domestic Travel - Accommodation_Instant Pension
1318,vsl044,vsl,044,Domestic Travel - Accommodation_Pension
1319,vsl045,vsl,045,Domestic Travel - Accommodation_Resort
1320,vsl046,vsl,046,Domestic Travel - Accommodation_Sub Pension
1321,vsl047,vsl,047,Domestic Travel - Air/Transportation
1322,vsl048,vsl,048,Domestic Travel - Car Rental
1323,vsl049,vsl,049,Domestic Travel - Package
1324,vsl050,vsl,050,Domestic Travel - Ticket/Pass
1325,vsl051,vsl,051,Electronics - AV
1326,vsl052,vsl,052,Electronics - Beauty Appliance
1327,vsl053,vsl,053,Electronics - Health Appliance
1328,vsl054,vsl,054,Electronics - Living Appliance
1329,vsl055,vsl,055,Electronics - Seasonal Appliance
1330,vsl056,vsl,056,"Fresh, Cold & Frozen - Cold & Frozen Food"
1331,vsl057,vsl,057,"Fresh, Cold & Frozen - Fresh"
1332,vsl058,vsl,058,Home - Bath Acc. & Household Cleaning
1333,vsl059,vsl,059,Home - Bedding & Handcraft & Curtain
1334,vsl060,vsl,060,Home - Furniture & Storage
1335,vsl061,vsl,061,Home - Home Deco
1336,vsl062,vsl,062,Home - Tools & Home Improvement
1337,vsl063,vsl,063,Household - Detergent
1338,vsl064,vsl,064,Household - Tissue
1339,vsl065,vsl,065,Kitchen - Cookware
1340,vsl066,vsl,066,Kitchen - Food Storage
1341,vsl067,vsl,067,Kitchen - Kitchen Accessories
1342,vsl068,vsl,068,Kitchen - Kitchen Appliance
1343,vsl069,vsl,069,Kitchen - Kitchen Disposable
1344,vsl070,vsl,070,Kitchen - Tableware
1345,vsl071,vsl,071,Kitchen - Tools & Gadgets
1346,vsl072,vsl,072,Meal & Healthy - Healthy food
1347,vsl073,vsl,073,Meal & Healthy - Meal Essentials
1348,vsl074,vsl,074,Overseas Travel - Accommodation
1349,vsl075,vsl,075,Overseas Travel - Air/Transportation
1350,vsl076,vsl,076,Overseas Travel - Car Rental
1351,vsl077,vsl,077,Overseas Travel - Package
1352,vsl078,vsl,078,Overseas Travel - Ticket/Pass
1353,vsl079,vsl,079,Personal Care - Adult Goods
1354,vsl080,vsl,080,Personal Care - Body Care
1355,vsl081,vsl,081,Personal Care - Digital Scale
1356,vsl082,vsl,082,Personal Care - Electric Toothbrush
1357,vsl083,vsl,083,Personal Care - Hair Care
1358,vsl084,vsl,084,Personal Care - Health Care
1359,vsl085,vsl,085,Personal Care - Hygienic Care
1360,vsl086,vsl,086,Personal Care - Oral Care
1361,vsl087,vsl,087,Pet - Cat Food
1362,vsl088,vsl,088,Pet - Cat Supply
1363,vsl089,vsl,089,Pet - Dog Food
1364,vsl090,vsl,090,Pet - Dog Supply
1365,vsl091,vsl,091,Pet - Small Animals
1366,vsl092,vsl,092,Shoes - Fashion Shoes
1367,vsl093,vsl,093,Shoes - Sports Shoes
1368,vsl094,vsl,094,"Snacks, Coffee & Tea - Coffee & Tea"
1369,vsl095,vsl,095,"Snacks, Coffee & Tea - Snacks"
1370,vsl096,vsl,096,Sporting Goods - Exercise & Fitness
1371,vsl097,vsl,097,Sporting Goods - Outdoor & Camping
1372,vsl098,vsl,098,Sporting Goods - Sports Equipment
1373,vsl099,vsl,099,Stationery - Arts & Hobbies
1374,vsl100,vsl,100,Stationery - Novelty
1375,vsl101,vsl,101,Stationery - Office Supplies
1376,vsl102,vsl,102,Toys - Baby Toys
1377,vsl103,vsl,103,Toys - Kids Toys
1378,vsl104,vsl,104,Toys - Kidult Toys
1379,vsl105,vsl,105,all
1380,vsl106,vsl,106,null
1381,spo001,spo,001,Accessory - Bag
1382,spo002,spo,002,Accessory - Other Accessory
1383,spo003,spo,003,Accessory - Suitcase
1384,spo004,spo,004,Accessory - Watch & Jewely & Glasses
1385,spo005,spo,005,Apparel - Baby Fashion
1386,spo006,spo,006,Apparel - Casual Clothes
1387,spo007,spo,007,Apparel - Men Clothes
1388,spo008,spo,008,Apparel - Sports Clothes
1389,spo009,spo,009,Apparel - Underwear & Homewear
1390,spo010,spo,010,Apparel - Women Clothes
1391,spo011,spo,011,Baby Convenience - Baby Home
1392,spo012,spo,012,Baby Convenience - Feeding Accessories
1393,spo013,spo,013,Baby Convenience - Nursery & Safety
1394,spo014,spo,014,Baby Convenience - Strollers & Carseats
1395,spo015,spo,015,Baby Core - Diapering
1396,spo016,spo,016,Baby Core - Formula
1397,spo017,spo,017,Baby Core - Wipes
1398,spo018,spo,018,Baby Necessaries - Baby Detergent
1399,spo019,spo,019,Baby Necessaries - Baby Foods
1400,spo020,spo,020,Baby Necessaries - Mom & Baby Care
1401,spo021,spo,021,Beauty - Fragrance
1402,spo022,spo,022,Beauty - Makeup
1403,spo023,spo,023,Beauty - Nailcare
1404,spo024,spo,024,Beauty - Skin Care
1405,spo025,spo,025,Beauty - Tools & Accessories
1406,spo026,spo,026,Beverages - Drinks
1407,spo027,spo,027,Beverages - Water
1408,spo028,spo,028,Books - Children Books
1409,spo029,spo,029,Books - Education Books
1410,spo030,spo,030,Books - Foreign Books
1411,spo031,spo,031,Books - General Books
1412,spo032,spo,032,Books - Other Media
1413,spo033,spo,033,Car Accessories - Car Charger & Others
1414,spo034,spo,034,Car Accessories - Car Electronics
1415,spo035,spo,035,Car Accessories - Car Interior & Exterior
1416,spo036,spo,036,Car Accessories - Car Tools & DIY
1417,spo037,spo,037,Computer & Digital - Cell Phone & Acc.
1418,spo038,spo,038,Computer & Digital - Computer
1419,spo039,spo,039,Computer & Digital - Digital
1420,spo040,spo,040,Computer & Digital - PC & Video Game
1421,spo041,spo,041,Domestic Travel - Accommodation_Boutique
1422,spo042,spo,042,Domestic Travel - Accommodation_Hotel
1423,spo043,spo,043,Domestic Travel - Accommodation_Instant Pension
1424,spo044,spo,044,Domestic Travel - Accommodation_Pension
1425,spo045,spo,045,Domestic Travel - Accommodation_Resort
1426,spo046,spo,046,Domestic Travel - Accommodation_Sub Pension
1427,spo047,spo,047,Domestic Travel - Air/Transportation
1428,spo048,spo,048,Domestic Travel - Car Rental
1429,spo049,spo,049,Domestic Travel - Package
1430,spo050,spo,050,Domestic Travel - Ticket/Pass
1431,spo051,spo,051,Electronics - AV
1432,spo052,spo,052,Electronics - Beauty Appliance
1433,spo053,spo,053,Electronics - Health Appliance
1434,spo054,spo,054,Electronics - Living Appliance
1435,spo055,spo,055,Electronics - Seasonal Appliance
1436,spo056,spo,056,"Fresh, Cold & Frozen - Cold & Frozen Food"
1437,spo057,spo,057,"Fresh, Cold & Frozen - Fresh"
1438,spo058,spo,058,Home - Bath Acc. & Household Cleaning
1439,spo059,spo,059,Home - Bedding & Handcraft & Curtain
1440,spo060,spo,060,Home - Furniture & Storage
1441,spo061,spo,061,Home - Home Deco
1442,spo062,spo,062,Home - Tools & Home Improvement
1443,spo063,spo,063,Household - Detergent
1444,spo064,spo,064,Household - Tissue
1445,spo065,spo,065,Kitchen - Cookware
1446,spo066,spo,066,Kitchen - Food Storage
1447,spo067,spo,067,Kitchen - Kitchen Accessories
1448,spo068,spo,068,Kitchen - Kitchen Appliance
1449,spo069,spo,069,Kitchen - Kitchen Disposable
1450,spo070,spo,070,Kitchen - Tableware
1451,spo071,spo,071,Kitchen - Tools & Gadgets
1452,spo072,spo,072,Meal & Healthy - Healthy food
1453,spo073,spo,073,Meal & Healthy - Meal Essentials
1454,spo074,spo,074,Overseas Travel - Accommodation
1455,spo075,spo,075,Overseas Travel - Air/Transportation
1456,spo076,spo,076,Overseas Travel - Car Rental
1457,spo077,spo,077,Overseas Travel - Package
1458,spo078,spo,078,Overseas Travel - Ticket/Pass
1459,spo079,spo,079,Personal Care - Adult Goods
1460,spo080,spo,080,Personal Care - Body Care
1461,spo081,spo,081,Personal Care - Digital Scale
1462,spo082,spo,082,Personal Care - Electric Toothbrush
1463,spo083,spo,083,Personal Care - Hair Care
1464,spo084,spo,084,Personal Care - Health Care
1465,spo085,spo,085,Personal Care - Hygienic Care
1466,spo086,spo,086,Personal Care - Oral Care
1467,spo087,spo,087,Pet - Cat Food
1468,spo088,spo,088,Pet - Cat Supply
1469,spo089,spo,089,Pet - Dog Food
1470,spo090,spo,090,Pet - Dog Supply
1471,spo091,spo,091,Pet - Small Animals
1472,spo092,spo,092,Shoes - Fashion Shoes
1473,spo093,spo,093,Shoes - Sports Shoes
1474,spo094,spo,094,"Snacks, Coffee & Tea - Coffee & Tea"
1475,spo095,spo,095,"Snacks, Coffee & Tea - Snacks"
1476,spo096,spo,096,Sporting Goods - Exercise & Fitness
1477,spo097,spo,097,Sporting Goods - Outdoor & Camping
1478,spo098,spo,098,Sporting Goods - Sports Equipment
1479,spo099,spo,099,Stationery - Arts & Hobbies
1480,spo100,spo,100,Stationery - Novelty
1481,spo101,spo,101,Stationery - Office Supplies
1482,spo102,spo,102,Toys - Baby Toys
1483,spo103,spo,103,Toys - Kids Toys
1484,spo104,spo,104,Toys - Kidult Toys
1485,spo105,spo,105,all
1486,spo106,spo,106,null
1487,spq001,spq,001,Accessory - Bag
1488,spq002,spq,002,Accessory - Other Accessory
1489,spq003,spq,003,Accessory - Suitcase
1490,spq004,spq,004,Accessory - Watch & Jewely & Glasses
1491,spq005,spq,005,Apparel - Baby Fashion
1492,spq006,spq,006,Apparel - Casual Clothes
1493,spq007,spq,007,Apparel - Men Clothes
1494,spq008,spq,008,Apparel - Sports Clothes
1495,spq009,spq,009,Apparel - Underwear & Homewear
1496,spq010,spq,010,Apparel - Women Clothes
1497,spq011,spq,011,Baby Convenience - Baby Home
1498,spq012,spq,012,Baby Convenience - Feeding Accessories
1499,spq013,spq,013,Baby Convenience - Nursery & Safety
1500,spq014,spq,014,Baby Convenience - Strollers & Carseats
1501,spq015,spq,015,Baby Core - Diapering
1502,spq016,spq,016,Baby Core - Formula
1503,spq017,spq,017,Baby Core - Wipes
1504,spq018,spq,018,Baby Necessaries - Baby Detergent
1505,spq019,spq,019,Baby Necessaries - Baby Foods
1506,spq020,spq,020,Baby Necessaries - Mom & Baby Care
1507,spq021,spq,021,Beauty - Fragrance
1508,spq022,spq,022,Beauty - Makeup
1509,spq023,spq,023,Beauty - Nailcare
1510,spq024,spq,024,Beauty - Skin Care
1511,spq025,spq,025,Beauty - Tools & Accessories
1512,spq026,spq,026,Beverages - Drinks
1513,spq027,spq,027,Beverages - Water
1514,spq028,spq,028,Books - Children Books
1515,spq029,spq,029,Books - Education Books
1516,spq030,spq,030,Books - Foreign Books
1517,spq031,spq,031,Books - General Books
1518,spq032,spq,032,Books - Other Media
1519,spq033,spq,033,Car Accessories - Car Charger & Others
1520,spq034,spq,034,Car Accessories - Car Electronics
1521,spq035,spq,035,Car Accessories - Car Interior & Exterior
1522,spq036,spq,036,Car Accessories - Car Tools & DIY
1523,spq037,spq,037,Computer & Digital - Cell Phone & Acc.
1524,spq038,spq,038,Computer & Digital - Computer
1525,spq039,spq,039,Computer & Digital - Digital
1526,spq040,spq,040,Computer & Digital - PC & Video Game
1527,spq041,spq,041,Domestic Travel - Accommodation_Boutique
1528,spq042,spq,042,Domestic Travel - Accommodation_Hotel
1529,spq043,spq,043,Domestic Travel - Accommodation_Instant Pension
1530,spq044,spq,044,Domestic Travel - Accommodation_Pension
1531,spq045,spq,045,Domestic Travel - Accommodation_Resort
1532,spq046,spq,046,Domestic Travel - Accommodation_Sub Pension
1533,spq047,spq,047,Domestic Travel - Air/Transportation
1534,spq048,spq,048,Domestic Travel - Car Rental
1535,spq049,spq,049,Domestic Travel - Package
1536,spq050,spq,050,Domestic Travel - Ticket/Pass
1537,spq051,spq,051,Electronics - AV
1538,spq052,spq,052,Electronics - Beauty Appliance
1539,spq053,spq,053,Electronics - Health Appliance
1540,spq054,spq,054,Electronics - Living Appliance
1541,spq055,spq,055,Electronics - Seasonal Appliance
1542,spq056,spq,056,"Fresh, Cold & Frozen - Cold & Frozen Food"
1543,spq057,spq,057,"Fresh, Cold & Frozen - Fresh"
1544,spq058,spq,058,Home - Bath Acc. & Household Cleaning
1545,spq059,spq,059,Home - Bedding & Handcraft & Curtain
1546,spq060,spq,060,Home - Furniture & Storage
1547,spq061,spq,061,Home - Home Deco
1548,spq062,spq,062,Home - Tools & Home Improvement
1549,spq063,spq,063,Household - Detergent
1550,spq064,spq,064,Household - Tissue
1551,spq065,spq,065,Kitchen - Cookware
1552,spq066,spq,066,Kitchen - Food Storage
1553,spq067,spq,067,Kitchen - Kitchen Accessories
1554,spq068,spq,068,Kitchen - Kitchen Appliance
1555,spq069,spq,069,Kitchen - Kitchen Disposable
1556,spq070,spq,070,Kitchen - Tableware
1557,spq071,spq,071,Kitchen - Tools & Gadgets
1558,spq072,spq,072,Meal & Healthy - Healthy food
1559,spq073,spq,073,Meal & Healthy - Meal Essentials
1560,spq074,spq,074,Overseas Travel - Accommodation
1561,spq075,spq,075,Overseas Travel - Air/Transportation
1562,spq076,spq,076,Overseas Travel - Car Rental
1563,spq077,spq,077,Overseas Travel - Package
1564,spq078,spq,078,Overseas Travel - Ticket/Pass
1565,spq079,spq,079,Personal Care - Adult Goods
1566,spq080,spq,080,Personal Care - Body Care
1567,spq081,spq,081,Personal Care - Digital Scale
1568,spq082,spq,082,Personal Care - Electric Toothbrush
1569,spq083,spq,083,Personal Care - Hair Care
1570,spq084,spq,084,Personal Care - Health Care
1571,spq085,spq,085,Personal Care - Hygienic Care
1572,spq086,spq,086,Personal Care - Oral Care
1573,spq087,spq,087,Pet - Cat Food
1574,spq088,spq,088,Pet - Cat Supply
1575,spq089,spq,089,Pet - Dog Food
1576,spq090,spq,090,Pet - Dog Supply
1577,spq091,spq,091,Pet - Small Animals
1578,spq092,spq,092,Shoes - Fashion Shoes
1579,spq093,spq,093,Shoes - Sports Shoes
1580,spq094,spq,094,"Snacks, Coffee & Tea - Coffee & Tea"
1581,spq095,spq,095,"Snacks, Coffee & Tea - Snacks"
1582,spq096,spq,096,Sporting Goods - Exercise & Fitness
1583,spq097,spq,097,Sporting Goods - Outdoor & Camping
1584,spq098,spq,098,Sporting Goods - Sports Equipment
1585,spq099,spq,099,Stationery - Arts & Hobbies
1586,spq100,spq,100,Stationery - Novelty
1587,spq101,spq,101,Stationery - Office Supplies
1588,spq102,spq,102,Toys - Baby Toys
1589,spq103,spq,103,Toys - Kids Toys
1590,spq104,spq,104,Toys - Kidult Toys
1591,spq105,spq,105,all
1592,spq106,spq,106,null
1593,ssl001,ssl,001,Accessory - Bag
1594,ssl002,ssl,002,Accessory - Other Accessory
1595,ssl003,ssl,003,Accessory - Suitcase
1596,ssl004,ssl,004,Accessory - Watch & Jewely & Glasses
1597,ssl005,ssl,005,Apparel - Baby Fashion
1598,ssl006,ssl,006,Apparel - Casual Clothes
1599,ssl007,ssl,007,Apparel - Men Clothes
1600,ssl008,ssl,008,Apparel - Sports Clothes
1601,ssl009,ssl,009,Apparel - Underwear & Homewear
1602,ssl010,ssl,010,Apparel - Women Clothes
1603,ssl011,ssl,011,Baby Convenience - Baby Home
1604,ssl012,ssl,012,Baby Convenience - Feeding Accessories
1605,ssl013,ssl,013,Baby Convenience - Nursery & Safety
1606,ssl014,ssl,014,Baby Convenience - Strollers & Carseats
1607,ssl015,ssl,015,Baby Core - Diapering
1608,ssl016,ssl,016,Baby Core - Formula
1609,ssl017,ssl,017,Baby Core - Wipes
1610,ssl018,ssl,018,Baby Necessaries - Baby Detergent
1611,ssl019,ssl,019,Baby Necessaries - Baby Foods
1612,ssl020,ssl,020,Baby Necessaries - Mom & Baby Care
1613,ssl021,ssl,021,Beauty - Fragrance
1614,ssl022,ssl,022,Beauty - Makeup
1615,ssl023,ssl,023,Beauty - Nailcare
1616,ssl024,ssl,024,Beauty - Skin Care
1617,ssl025,ssl,025,Beauty - Tools & Accessories
1618,ssl026,ssl,026,Beverages - Drinks
1619,ssl027,ssl,027,Beverages - Water
1620,ssl028,ssl,028,Books - Children Books
1621,ssl029,ssl,029,Books - Education Books
1622,ssl030,ssl,030,Books - Foreign Books
1623,ssl031,ssl,031,Books - General Books
1624,ssl032,ssl,032,Books - Other Media
1625,ssl033,ssl,033,Car Accessories - Car Charger & Others
1626,ssl034,ssl,034,Car Accessories - Car Electronics
1627,ssl035,ssl,035,Car Accessories - Car Interior & Exterior
1628,ssl036,ssl,036,Car Accessories - Car Tools & DIY
1629,ssl037,ssl,037,Computer & Digital - Cell Phone & Acc.
1630,ssl038,ssl,038,Computer & Digital - Computer
1631,ssl039,ssl,039,Computer & Digital - Digital
1632,ssl040,ssl,040,Computer & Digital - PC & Video Game
1633,ssl041,ssl,041,Domestic Travel - Accommodation_Boutique
1634,ssl042,ssl,042,Domestic Travel - Accommodation_Hotel
1635,ssl043,ssl,043,Domestic Travel - Accommodation_Instant Pension
1636,ssl044,ssl,044,Domestic Travel - Accommodation_Pension
1637,ssl045,ssl,045,Domestic Travel - Accommodation_Resort
1638,ssl046,ssl,046,Domestic Travel - Accommodation_Sub Pension
1639,ssl047,ssl,047,Domestic Travel - Air/Transportation
1640,ssl048,ssl,048,Domestic Travel - Car Rental
1641,ssl049,ssl,049,Domestic Travel - Package
1642,ssl050,ssl,050,Domestic Travel - Ticket/Pass
1643,ssl051,ssl,051,Electronics - AV
1644,ssl052,ssl,052,Electronics - Beauty Appliance
1645,ssl053,ssl,053,Electronics - Health Appliance
1646,ssl054,ssl,054,Electronics - Living Appliance
1647,ssl055,ssl,055,Electronics - Seasonal Appliance
1648,ssl056,ssl,056,"Fresh, Cold & Frozen - Cold & Frozen Food"
1649,ssl057,ssl,057,"Fresh, Cold & Frozen - Fresh"
1650,ssl058,ssl,058,Home - Bath Acc. & Household Cleaning
1651,ssl059,ssl,059,Home - Bedding & Handcraft & Curtain
1652,ssl060,ssl,060,Home - Furniture & Storage
1653,ssl061,ssl,061,Home - Home Deco
1654,ssl062,ssl,062,Home - Tools & Home Improvement
1655,ssl063,ssl,063,Household - Detergent
1656,ssl064,ssl,064,Household - Tissue
1657,ssl065,ssl,065,Kitchen - Cookware
1658,ssl066,ssl,066,Kitchen - Food Storage
1659,ssl067,ssl,067,Kitchen - Kitchen Accessories
1660,ssl068,ssl,068,Kitchen - Kitchen Appliance
1661,ssl069,ssl,069,Kitchen - Kitchen Disposable
1662,ssl070,ssl,070,Kitchen - Tableware
1663,ssl071,ssl,071,Kitchen - Tools & Gadgets
1664,ssl072,ssl,072,Meal & Healthy - Healthy food
1665,ssl073,ssl,073,Meal & Healthy - Meal Essentials
1666,ssl074,ssl,074,Overseas Travel - Accommodation
1667,ssl075,ssl,075,Overseas Travel - Air/Transportation
1668,ssl076,ssl,076,Overseas Travel - Car Rental
1669,ssl077,ssl,077,Overseas Travel - Package
1670,ssl078,ssl,078,Overseas Travel - Ticket/Pass
1671,ssl079,ssl,079,Personal Care - Adult Goods
1672,ssl080,ssl,080,Personal Care - Body Care
1673,ssl081,ssl,081,Personal Care - Digital Scale
1674,ssl082,ssl,082,Personal Care - Electric Toothbrush
1675,ssl083,ssl,083,Personal Care - Hair Care
1676,ssl084,ssl,084,Personal Care - Health Care
1677,ssl085,ssl,085,Personal Care - Hygienic Care
1678,ssl086,ssl,086,Personal Care - Oral Care
1679,ssl087,ssl,087,Pet - Cat Food
1680,ssl088,ssl,088,Pet - Cat Supply
1681,ssl089,ssl,089,Pet - Dog Food
1682,ssl090,ssl,090,Pet - Dog Supply
1683,ssl091,ssl,091,Pet - Small Animals
1684,ssl092,ssl,092,Shoes - Fashion Shoes
1685,ssl093,ssl,093,Shoes - Sports Shoes
1686,ssl094,ssl,094,"Snacks, Coffee & Tea - Coffee & Tea"
1687,ssl095,ssl,095,"Snacks, Coffee & Tea - Snacks"
1688,ssl096,ssl,096,Sporting Goods - Exercise & Fitness
