member_srl,dpo087,dpo090,cto089,dpo089,cto087,cto090,dpq087,dpq090,dpq089,aas089,gpd089,cto088,gpd087
101206356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302230.0,825.77,1.0,474.07
71425386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391160.0,1068.74,0.0,0.0
4088171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492830.0,1346.53,0.0,0.0
56019850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391150.0,1068.72,0.0,0.0
110045604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391140.0,1068.69,0.0,0.0
14220203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492850.0,1346.58,0.0,0.0
5661422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391130.0,1068.66,0.0,0.0
110314898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492860.0,1346.61,0.0,0.0
33059867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391120.0,1068.63,0.0,0.0
11619591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502120.0,1371.91,0.0,87.57
989531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391110.0,1068.61,0.0,0.0
53722866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492880.0,1346.67,0.0,0.0
73030786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391100.0,1068.58,0.0,0.0
26814342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492890.0,1346.69,0.0,0.0
111201366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391090.0,1068.55,0.0,0.0
106618354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492900.0,1346.72,0.0,0.0
17857814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391069.0,1068.49,0.0,0.0
102931281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391060.0,1068.47,0.0,0.0
50871368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492930.0,1346.8,0.0,0.0
70530091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391050.0,1068.44,0.0,0.0
16036135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495350.0,1353.42,0.0,21.17
109775551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492950.0,1346.86,0.0,0.0
6693971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391030.0,1068.39,0.0,0.0
52645943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391020.0,1068.36,0.0,0.0
111325226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391010.0,1068.33,0.0,0.0
105532152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391000.0,1068.31,0.0,0.0
100212535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390990.0,1068.28,0.0,0.0
24615003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390980.0,1068.25,0.0,0.0
20597401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390977.0,1068.24,0.0,0.0
15289969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493010.0,1347.02,0.0,0.0
10298215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390970.0,1068.22,0.0,0.0
47251988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390960.0,1068.2,0.0,0.0
107316951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390950.0,1068.17,0.0,0.0
45306720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390903.0,1068.04,0.0,0.0
109672237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390900.0,1068.03,0.0,0.0
1778501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390890.0,1068.01,0.0,0.0
105247114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493100.0,1347.27,0.0,0.0
105130214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386150.0,1055.05,0.0,42.68
59828994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493112.0,1347.3,0.0,0.0
574261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368430.0,1006.64,0.0,248.17
21183692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390860.0,1067.92,0.0,0.0
5826586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501400.0,1369.95,0.0,77.84
7174899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390850.0,1067.9,0.0,0.0
44105798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390840.0,1067.87,0.0,0.0
4205699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390830.0,1067.84,0.0,0.0
22831061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493160.0,1347.43,0.0,0.0
39828102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390820.0,1067.81,0.0,0.0
111479797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390800.0,1067.76,0.0,0.0
36983848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390790.0,1067.73,0.0,0.0
5969634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176720.0,482.84,7.0,488.63
100272786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493220.0,1347.6,0.0,0.0
13269509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390750.0,1067.62,0.0,0.0
105047505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390720.0,1067.54,0.0,0.0
5265248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493270.0,1347.73,0.0,0.0
110414716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493280.0,1347.76,0.0,0.0
63315240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498540.0,1362.13,0.0,47.9
5573789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390700.0,1067.49,0.0,0.0
43853960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390690.0,1067.46,0.0,0.0
37412158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390680.0,1067.43,0.0,0.0
108067607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390670.0,1067.4,0.0,0.0
2227562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387910.0,1059.86,0.0,24.32
107884229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352510.0,963.14,0.0,509.89
1372375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390650.0,1067.35,0.0,0.0
9005078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385290.0,1052.7,0.0,48.93
7227994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390640.0,1067.32,0.0,0.0
6678013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390620.0,1067.27,0.0,0.0
27240899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390610.0,1067.24,0.0,0.0
8935305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567510.0,1550.57,1.0,103.33
14665700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493380.0,1348.03,0.0,0.0
993948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390590.0,1067.19,0.0,0.0
6731513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390580.0,1067.16,0.0,0.0
51644920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493420.0,1348.14,0.0,0.0
105350112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390560.0,1067.1,0.0,0.0
3581718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498770.0,1362.76,0.0,48.85
4487198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493440.0,1348.2,0.0,0.0
109456448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390530.0,1067.02,0.0,0.0
104358616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387750.0,1059.43,0.0,24.67
23163095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493460.0,1348.25,0.0,0.0
102997617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390520.0,1066.99,0.0,0.0
3357508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374600.0,1023.5,0.0,164.34
5341667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390500.0,1066.94,0.0,0.0
102141178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501130.0,1369.21,0.0,71.58
645059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390460.0,1066.83,0.0,0.0
105830430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493530.0,1348.44,0.0,0.0
47592666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390450.0,1066.8,0.0,0.0
105792808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390440.0,1066.78,0.0,0.0
107536320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493550.0,1348.5,0.0,0.0
8857289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390430.0,1066.75,0.0,0.0
300132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493560.0,1348.52,0.0,0.0
21228000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493570.0,1348.55,0.0,0.0
21834532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390410.0,1066.69,0.0,0.0
7569213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493580.0,1348.58,0.0,0.0
109780588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390400.0,1066.67,0.0,0.0
6261624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390393.0,1066.65,0.0,0.0
930606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390390.0,1066.64,0.0,0.0
33542959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493610.0,1348.66,0.0,0.0
1203550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390372.0,1066.59,0.0,0.0
1496107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390370.0,1066.58,0.0,0.0
16855805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390360.0,1066.56,0.0,0.0
1634875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389510.0,1064.23,0.0,7.38
9271010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390350.0,1066.53,0.0,0.0
310703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386130.0,1055.0,0.0,38.2
47465034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493640.0,1348.74,0.0,0.0
12365586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390320.0,1066.45,0.0,0.0
36147874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377010.0,1030.08,0.0,133.88
1274972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390300.0,1066.39,0.0,0.0
38757173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493690.0,1348.88,0.0,0.0
20037432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390290.0,1066.37,0.0,0.0
740027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493700.0,1348.91,0.0,0.0
687468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390280.0,1066.34,0.0,0.0
2035578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316760.0,865.46,1.0,93.99
10420440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390250.0,1066.26,0.0,0.0
15519811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390240.0,1066.23,0.0,0.0
5046528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390232.0,1066.21,0.0,0.0
4489995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390230.0,1066.2,0.0,0.0
19927295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493760.0,1349.07,0.0,0.0
104474949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390220.0,1066.17,0.0,0.0
15978039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493770.0,1349.1,0.0,0.0
29294545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282280.0,771.26,2.0,0.0
1511920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390200.0,1066.12,0.0,0.0
3192454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493790.0,1349.15,0.0,0.0
67636633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390190.0,1066.09,0.0,0.0
14894799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493800.0,1349.18,0.0,0.0
78901776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390180.0,1066.07,0.0,0.0
108341907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493810.0,1349.21,0.0,0.0
110032409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390160.0,1066.01,0.0,0.0
777475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493830.0,1349.26,0.0,0.0
62129145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390140.0,1065.96,0.0,0.0
22219960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390130.0,1065.93,0.0,0.0
7367788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390120.0,1065.9,0.0,0.0
111517618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390110.0,1065.87,0.0,0.0
37337541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493880.0,1349.4,0.0,0.0
11056929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390100.0,1065.85,0.0,0.0
13458622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390090.0,1065.82,0.0,0.0
229403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494890.0,1352.16,0.0,8.74
8746841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493900.0,1349.45,0.0,0.0
4234405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390080.0,1065.79,0.0,0.0
24127193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493920.0,1349.51,0.0,0.0
6155666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390060.0,1065.74,0.0,0.0
43356841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493950.0,1349.59,0.0,0.0
79669086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390030.0,1065.66,0.0,0.0
10291678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321130.0,877.4,1.0,0.0
108774773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390020.0,1065.63,0.0,0.0
30044812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390010.0,1065.6,0.0,0.0
7120603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390000.0,1065.57,0.0,0.0
36376230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383613.0,1048.12,0.0,59.7
13845269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389990.0,1065.55,0.0,0.0
8384180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562870.0,1537.9,1.0,0.0
12338076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389970.0,1065.49,0.0,0.0
105295319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389960.0,1065.46,0.0,0.0
779242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389950.0,1065.44,0.0,0.0
2045605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494040.0,1349.84,0.0,0.0
12677918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389940.0,1065.41,0.0,0.0
25299114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494050.0,1349.86,0.0,0.0
3626714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389930.0,1065.38,0.0,0.0
558074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494060.0,1349.89,0.0,0.0
19517017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389910.0,1065.33,0.0,0.0
18472924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379910.0,1038.01,0.0,97.57
36568712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389890.0,1065.27,0.0,0.0
9227818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389880.0,1065.25,0.0,0.0
106621041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494110.0,1350.03,0.0,0.0
23580596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381520.0,1042.4,0.0,80.05
3179333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389870.0,1065.22,0.0,0.0
1380358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321050.0,877.19,1.0,0.0
106467538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494140.0,1350.11,0.0,0.0
22696210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389840.0,1065.14,0.0,0.0
12601663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389820.0,1065.08,0.0,0.0
33828141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389810.0,1065.05,0.0,0.0
5571970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494180.0,1350.22,0.0,0.0
11230571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389800.0,1065.03,0.0,0.0
11039321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494190.0,1350.25,0.0,0.0
7775758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389780.0,1064.97,0.0,0.0
107920057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494220.0,1350.33,0.0,0.0
104102410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389760.0,1064.92,0.0,0.0
8810102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389750.0,1064.89,0.0,0.0
3639858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389740.0,1064.86,0.0,0.0
7966414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389720.0,1064.81,0.0,0.0
37334901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389710.0,1064.78,0.0,0.0
45108995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320990.0,877.02,1.0,0.0
28498719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389700.0,1064.75,0.0,0.0
15336346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389690.0,1064.73,0.0,0.0
4004817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320980.0,876.99,1.0,0.0
1499195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494300.0,1350.55,0.0,0.0
44810297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389680.0,1064.7,0.0,0.0
100978265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494310.0,1350.57,0.0,0.0
1081527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389670.0,1064.67,0.0,0.0
30436357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389660.0,1064.64,0.0,0.0
19765422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389650.0,1064.62,0.0,0.0
105175773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494350.0,1350.68,0.0,0.0
45524490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494360.0,1350.71,0.0,0.0
4658681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389600.0,1064.48,0.0,0.0
71355683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494390.0,1350.79,0.0,0.0
67266337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389580.0,1064.43,0.0,0.0
1034534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389570.0,1064.4,0.0,0.0
110308735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494420.0,1350.87,0.0,0.0
100803692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389550.0,1064.34,0.0,0.0
32051236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494440.0,1350.93,0.0,0.0
15522844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389540.0,1064.32,0.0,0.0
23405932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389530.0,1064.29,0.0,0.0
10235332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389500.0,1064.21,0.0,0.0
39033049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494500.0,1351.09,0.0,0.0
1722457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389470.0,1064.13,0.0,0.0
107170661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389460.0,1064.1,0.0,0.0
110075787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389450.0,1064.07,0.0,0.0
109718395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389440.0,1064.04,0.0,0.0
108164716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494550.0,1351.23,0.0,0.0
61442562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494560.0,1351.26,0.0,0.0
8861596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389420.0,1063.99,0.0,0.0
49446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389410.0,1063.96,0.0,0.0
23811141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389400.0,1063.93,0.0,0.0
108248373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389380.0,1063.88,0.0,0.0
10967798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389373.0,1063.86,0.0,0.0
23412452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389370.0,1063.85,0.0,0.0
24408327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494630.0,1351.45,0.0,0.0
108110961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389350.0,1063.8,0.0,0.0
77814964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389330.0,1063.74,0.0,0.0
24891733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389320.0,1063.72,0.0,0.0
78864806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503830.0,1376.58,0.0,89.56
112267345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389310.0,1063.69,0.0,0.0
59679493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389300.0,1063.66,0.0,0.0
2996963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389290.0,1063.63,0.0,0.0
43425386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318020.0,868.91,1.0,57.87
104571672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389280.0,1063.61,0.0,0.0
110762385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563180.0,1538.74,1.0,0.0
30797390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387530.0,1058.83,0.0,15.66
3491355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389270.0,1063.58,0.0,0.0
102233937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494720.0,1351.69,0.0,0.0
10550703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389260.0,1063.55,0.0,0.0
74742327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494730.0,1351.72,0.0,0.0
109044513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494740.0,1351.75,0.0,0.0
1357062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389240.0,1063.5,0.0,0.0
34601791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494750.0,1351.78,0.0,0.0
34196972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389230.0,1063.47,0.0,0.0
111416141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494760.0,1351.8,0.0,0.0
6856225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389220.0,1063.44,0.0,0.0
32791654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494770.0,1351.83,0.0,0.0
6367252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389210.0,1063.42,0.0,0.0
269073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389200.0,1063.39,0.0,0.0
2866220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389190.0,1063.36,0.0,0.0
104102277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389180.0,1063.33,0.0,0.0
